1,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0
2,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0
3,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0
4,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0
5,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0
6,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0
7,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0
8,,6,233.5833333,328.5833333,9,211.6388889,337.0833333,,12,239.25,453.25,15,269.95,448.95,11,276.3863636,433.6590909,,13,229.9807692,215.2884615,12,234.25,203.25,0,0,0,,16,222.75,213.25,17,253.8088235,183.6911765,0,0,0,,29,433.9224138,135.8189655,14,441.1071429,123.5357143,0,0,0,,16,333.25,189.75,14,316.1785714,174.9642857,,12,173.8333333,215.9166667,0,0,0,,4,245.25,269.25,4,245.25,269.25,11,244.8409091,250.1136364,,10,255.55,276.25,12,269.25,283.75,,13,212.0576923,225.5192308,10,232.45,246.45,,15,204.2833333,177.0833333,0,0,0,,9,138.75,418.75,4,158.75,420.25,,0,0,0,13,252.3653846,332.1346154,0,0,0,,10,232.45,246.45,13,212.0576923,225.5192308,,14,146.0357143,463.25,11,174.8409091,465.1136364,,12,300.8333333,116.5833333,8,290.625,131.875,,8,270.875,95.625,0,0,0,15,284.0833333,107.0833333,,0,0,0,13,245.1346154,107.8269231,,0,0,0,19,93.32894737,432.4342105,,11,305.5681818,146.5681818,0,0,0,,11,93.11363636,419.9318182,9,51.41666667,426.8611111,,0,0,0,16,406.375,136.1875,,10,100.75,102.25,0,0,0,,11,93.11363636,419.9318182,6,31.08333333,430.25,,18,436.25,100.75,8,429.625,116.625,,12,339.9166667,280.5833333,0,0,0,,12,145.75,77.91666667,10,154.95,96.25,,26,319.7115385,217.2884615,20,287,231,,13,147.3653846,98.36538462,5,157.75,82.75,,4,178,424.75,0,0,0,,17,169.4558824,309.9852941,6,182.9166667,319.9166667,,30,422.9166667,231.55,0,0,0
9,,8,233.5,328.375,6,212.4166667,336.5833333,,11,239.6590909,452.3863636,9,267.4166667,446.6388889,10,276.75,433.55,,6,231.75,215.25,13,234.3653846,202.3653846,0,0,0,,16,222.25,212.75,18,254.4722222,183.5833333,0,0,0,,21,433.8928571,135.9404762,12,441.25,123.25,0,0,0,,14,334.25,190.25,19,318.6447368,178.9605263,,7,174.0357143,214.75,0,0,0,,4,245.25,268.25,4,245.25,268.25,10,245.75,248.55,,18,254.0277778,279.8055556,15,268.35,282.15,,18,212.0277778,223.8611111,18,233.3611111,240.9722222,,13,205.1346154,176.1346154,0,0,0,,13,140.0576923,418.75,10,158.75,419.25,,0,0,0,17,252.3382353,330.8676471,0,0,0,,18,233.3611111,240.9722222,18,212.0277778,223.8611111,,11,146.1136364,461.8409091,14,177.3928571,465.1785714,,12,301.25,115.4166667,15,296.4833333,136.6833333,,10,271.25,95.55,0,0,0,14,283.3928571,105.9642857,,0,0,0,17,246.1617647,107.6323529,,0,0,0,15,92.68333333,433.4833333,,13,306.2115385,146.0576923,0,0,0,,6,92.75,419.25,10,52.55,425.75,,18,403.0833333,122.75,17,406.3382353,135.8676471,,9,102.9722222,98.86111111,0,0,0,,6,92.75,419.25,12,32.75,428.25,,18,437.25,100.75,8,430.25,115.25,,9,339.75,280.75,0,0,0,,12,145.0833333,76.5,7,158.75,82.03571429,,32,318.96875,215.6875,20,286.55,230.9,,13,147.3653846,97.36538462,7,158.75,82.03571429,,11,178.2045455,424.5681818,0,0,0,,19,169.5394737,309.3289474,13,183.6730769,320.0576923,,14,424.4642857,232.25,0,0,0
10,,10,234.25,328.75,9,212.0833333,336.0833333,,13,239.1346154,452.1346154,14,267.3928571,445.5357143,12,277.25,434.0833333,,7,231.75,215.0357143,9,233.75,202.75,0,0,0,,14,221.9642857,212.3928571,16,251.5625,178.9375,0,0,0,,19,434.2763158,135.3815789,12,440.75,122.25,0,0,0,,16,334.25,189.75,35,319.5785714,181.4071429,,12,174.25,214.25,0,0,0,,10,249.05,256.45,8,245.625,267.875,9,245.75,247.75,,19,253.75,278.75,14,267.9642857,281.3214286,,15,211.15,224.15,18,233.5277778,240.25,,8,205.25,176.25,0,0,0,,6,145.25,417.75,12,158.1666667,419.1666667,,0,0,0,16,252.25,330.5625,0,0,0,,18,233.5277778,240.25,15,211.15,224.15,,11,146.2045455,461.3863636,14,177.25,467.4642857,,12,300.75,115.25,16,292.6875,132.0625,,9,272.4166667,94.86111111,0,0,0,13,284.4423077,105.2115385,,0,0,0,13,246.2884615,106.6730769,,0,0,0,13,91.82692308,432.9038462,,11,306.1136364,146.8409091,0,0,0,,11,93.11363636,418.6590909,13,53.59615385,425.5192308,,14,409.3928571,116.9642857,13,406.75,135.0576923,,10,100.45,93.65,0,0,0,,11,93.11363636,418.6590909,13,32.82692308,428.2884615,,16,437.25,99.75,6,430.25,114.75,,9,340.4166667,280.0833333,0,0,0,,15,145.8833333,76.28333333,11,164.3863636,94.29545455,,20,320.8,215.85,23,286.4456522,230.4891304,,12,147.5833333,96.66666667,11,164.3863636,94.29545455,,12,179,423.4166667,0,0,0,,20,169.05,308.9,12,183.5,320.4166667,,17,425.3382353,230.6323529,0,0,0
