2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,25,30,35,40,45,50,55,60
5.786034547,4.90320812,4.800247063,4.867885971,5.065557,4.791725067,2.447422881,5.910279194,5.478845942,5.678289536,5.191133,5.213828184,4.526608187,5.632675673,5.9562028,5.720519732,6.83125358,5.837605895,5.884096721,5.550489414,5.534101751,5.387741399,5.141279539
4.705656347,4.819130877,4.244965753,5.115345665,4.261790489,4.642503353,5.252817023,6.097857569,5.12066953,5.376772687,5.212957,5.74349539,3.753265232,5.057922396,5.922560307,6.021415875,5.655048962,3.224824616,5.909510777,3.860625256,4.950218052,6.274771392,3.421877681
4.689221544,4.424120977,5.225138963,5.391111897,4.347079638,5.159543355,2.869015989,3.745998497,3.651458631,5.223400438,5.376773,5.095777239,6.094132776,4.902734319,4.723956993,3.974231378,5.203365642,4.563577017,5.479674752,5.78681936,3.697188614,5.028494418,3.181953382
4.165048285,5.232955181,5.188507592,4.870683875,4.847244835,6.157147807,4.74654327,4.990419819,4.010630364,5.436409106,5.427213,5.452257513,5.428049253,6.023875162,6.353883382,6.865734986,5.406253137,5.219921649,5.609088581,7.284238102,3.928258387,5.326707746,7.373780671
4.563577017,4.985867761,4.574510137,6.192449469,4.823268209,4.774635444,5.245454977,6.268978848,4.696962732,5.212957107,4.820073,5.411290802,5.307918595,3.688200299,5.925626608,3.559511995,7.001962767,5.426375737,4.333897385,5.594496333,5.021264372,4.82101519,3.265861086
4.085790652,2.857480023,4.169407312,5.27444606,5.111125147,3.91784012,5.274841509,4.842632094,5.193756463,5.472210946,4.700829,5.25114778,5.273584997,4.639495571,4.696962732,3.994746617,5.822026454,4.785086355,5.534922287,4.852000708,6.001775023,4.857613203,5.666875597
4.442559162,4.579471108,5.213828184,2.69892329,4.019123096,4.597286278,5.563645177,5.077027929,5.077922323,5.257197989,5.440584,5.195504909,3.040725708,2.987783722,4.945628992,5.8941214,6.020661643,4.968531907,5.260652127,6.537765189,4.971273166,4.804974974,6.481237542
2.070495811,4.779388691,4.91615757,4.767972938,4.311374067,5.39026947,6.478255606,5.19987345,4.289662037,4.004964829,5.706212,4.905060135,4.542631629,5.057922396,5.496224698,5.445590121,5.461411886,5.276167766,4.237470537,5.181500827,3.744786004,5.003143547,4.803196261
4.042210619,4.733560494,4.991329732,5.264103999,3.796623948,4.654226865,5.37642963,4.94103567,4.729721434,4.709515024,5.169216,4.645437004,5.419676505,5.278503323,5.99041447,5.720519732,6.093387545,4.402512163,5.258061736,5.231219253,7.553571126,5.09042734,4.257254256
3.823986012,4.215982211,4.591355569,4.886508404,4.879030388,4.96487454,5.20848866,4.290720559,4.308675653,4.873480173,4.863219,4.079116337,3.69350187,5.542768386,6.206367573,4.739313253,5.669485361,5.943991197,4.803084368,4.550622192,4.900428786,5.038418791,6.188423037
4.900428786,4.907836846,4.794567415,4.961214478,5.653220455,4.591355569,5.219606045,2.745632476,4.430275565,4.486299208,5.716549,4.398384162,5.830600298,4.160851095,5.722107222,3.209296808,5.735583146,4.450729393,4.561586362,5.370857179,5.426375737,4.542631629,2.942166025
4.664947535,4.958467658,5.566013004,5.639770452,3.382120077,4.798354594,5.201063869,5.586373058,5.011306027,4.730681491,4.997694,5.041122048,4.812529971,5.186182397,5.325002381,6.034223406,4.808753956,4.638588931,6.117932263,4.53061936,6.085183971,4.429250394,6.709746765
4.741229289,4.011762511,4.331801183,4.836063265,5.215902883,4.606168024,4.421996814,4.544630587,4.71722291,5.060004404,5.317321,5.508604528,5.930988821,6.549447366,4.081342321,4.66592092,5.419676505,4.883719566,5.367473961,4.21813597,4.763208299,6.772500503,6.097203678
4.762254799,4.847318664,5.608278896,5.573351192,4.680957482,5.238159514,5.07698738,4.411786043,5.052819446,5.275306984,4.521589,4.044456915,4.704691183,5.49726336,6.01235884,4.837940983,6.116447508,5.004051147,4.918928017,4.664947535,5.255470069,5.133955039,2.935591344
4.817245827,5.037517384,5.131300689,5.291637912,5.500777112,4.457866061,5.525310805,5.655851951,4.339133459,5.345430854,5.868641,4.917081226,5.210343004,3.8572122,4.54163182,4.737396443,4.208435376,5.893350876,4.802138786,5.445590121,5.110904874,4.703725821,5.440734729
4.564572019,4.659102955,5.419676505,5.278749272,5.560171155,4.339133459,5.034949125,5.600175614,4.885578968,4.052309148,4.846382,4.85387226,4.713370543,4.823268209,4.567555725,5.166579899,5.723694272,5.817344486,5.118895523,4.680497404,5.458916761,5.778966433,6.391174282
3.578597987,4.373534335,4.613064227,4.814416867,2.821478707,4.600248765,3.494513385,4.995876813,4.116794386,4.805919998,3.625247,3.622740952,4.267372414,3.224180202,5.201619839,4.957551713,5.662271762,6.584829954,4.346453367,3.901578632,4.712406959,6.079210783,4.297908004
5.1304156,5.158663112,5.163942319,4.799300922,4.474124313,4.723956993,4.750612318,5.402892084,5.148970509,2.96051328,5.672688,4.472105232,5.136608017,4.474124313,5.408772556,5.543120961,4.819130877,5.288204013,4.102428934,5.192007429,4.839817973,4.898575021,5.546253308
4.644459326,5.458084799,3.310983313,4.731641353,2.895829806,5.547215755,4.7709055,4.191134438,4.794567415,4.873480173,5.12953,4.565566804,5.628486063,4.465478655,5.494571947,3.923631461,6.223174156,4.706621313,4.01741846,3.60892563,5.445590121,4.686315302,5.479660807
3.247277974,4.265243517,8.673032424,5.021264372,4.478440884,4.612079686,6.275238824,5.50283074,4.804974974,5.541482197,5.15426,3.99815559,5.704620536,6.269077567,3.888754045,4.481235092,5.348828014,5.46889043,5.281329517,5.881780907,5.264103999,5.997233384,4.320328125
2.14588941,4.092454082,4.82854509,4.774635444,5.271177152,5.030300306,5.141279539,4.990419819,6.174823866,5.48464498,4.941955,4.515559088,5.766379505,5.256494179,5.940169923,5.881008767,4.233181598,5.488783398,5.941698728,5.343731464,5.418000403,5.892580252,5.700870356
4.437445129,4.572524241,4.893937535,5.217311035,4.508541162,4.368339495,7.831259773,5.327560224,4.097998664,4.668839858,6.274771,5.311339748,5.401210773,5.62237513,5.269277567,4.607153828,5.691071296,4.413844259,3.970801866,6.910566457,5.650228633,5.600175614,5.186182397
4.222440191,4.786984069,4.574510137,4.87534348,4.902734319,5.031203007,4.766853775,5.169216134,4.45582818,6.71729081,5.2086,4.117897345,5.220791563,4.639495571,4.71529712,5.693464681,5.345430854,6.451057299,5.001327853,5.254605895,8.12141081,5.019455234,3.295310384
4.840756195,4.994058478,4.667867081,3.855917174,4.726145482,4.546628666,4.279887346,4.356889044,4.433349655,5.462243341,4.21275,5.207727589,4.067968143,4.894845763,4.679527051,5.043823855,4.403543559,4.927230011,5.285627124,4.38494132,4.540631791,6.504337964,7.101472715
4.719147914,3.650214735,4.993149061,4.062382574,3.906984738,5.437244384,4.941988222,4.638588931,3.902742414,5.687080082,4.92723,7.755873811,5.921793484,3.188020029,5.014929531,4.606168024,6.246482006,4.838879569,5.99041447,6.148290721,5.802493331,4.771781223,3.527533142
5.026687882,4.49641033,4.625844184,3.899250026,6.49612669,4.792672704,5.234392494,5.225138963,4.955719315,5.027591231,5.806405,3.634005332,4.837940983,5.483185838,5.422189687,4.601235837,4.9803998,4.624862364,4.113483735,5.634131083,6.767805064,6.444718576,5.741398381
4.364179171,4.967617818,3.947862322,5.112681653,6.342617649,5.09042734,4.713864442,5.895662145,5.173606873,4.394252283,4.877206,5.205110859,4.024195106,4.469803574,4.351674333,4.838879569,4.706621313,5.352223018,4.723956993,5.473040761,5.476358761,5.534101751,5.656637331
2.179486591,4.957551713,5.170972877,4.77273282,5.06936999,4.555609177,5.542768386,5.224269773,5.32926477,4.425147336,4.924464,5.213828184,5.529175981,5.74476281,5.058209122,7.192640387,5.675889752,4.634671203,6.476350149,6.094132776,5.715754617,5.492091887,6.76138303
4.794567415,4.93551804,4.816303025,4.510527823,4.482753298,5.133070408,3.646048054,6.60067297,3.916680824,4.021937492,5.508605,4.337039788,3.039231861,4.867135131,5.437244384,3.677483271,5.28734519,4.7104792,5.313904168,8.11189932,5.55212552,3.893422419,4.00949644
4.650322311,4.726840092,4.917081226,4.498429828,3.921793325,5.351374469,4.601860466,5.465567896,5.59855355,4.91246121,5.985105,4.746015993,4.319202607,6.883168513,4.847318664,5.337779339,6.150506188,5.139259626,4.012894339,4.562581798,5.106460222,5.258061736,2.780085578
4.456847237,4.269500249,5.003143547,5.211214518,4.386901046,4.209514324,4.40886864,5.593684536,5.755343362,5.010399741,5.64299,4.104642276,4.761301108,4.647817543,6.242118414,5.674289332,5.085071812,5.565197052,5.523423697,5.559482039,5.033910138,5.225138963,6.253647867
4.857613203,5.239893143,5.471381006,5.189382773,5.114904168,4.400448646,4.491365704,5.370011574,4.337039788,5.265829087,5.875601,4.75270928,6.989629072,5.084593358,5.141909868,6.199778682,5.177116783,4.213827352,6.196115159,5.049223133,5.284767882,5.913351863,5.10355871
5.060901807,4.678556496,4.799300922,4.577487365,4.778998645,5.086857615,4.589246845,5.39532206,5.211214518,4.76987746,5.109127,5.264966614,4.680497404,6.883168513,5.415485277,5.070762753,4.785086355,3.845302915,5.778966433,6.17555927,4.372495861,3.673776753,5.369237079
4.528614218,4.749841883,4.840756195,4.806864836,4.499961627,4.902281851,4.894845763,4.755574947,5.204238324,4.928151591,5.40037,5.370857179,5.060004404,4.961498714,4.608139421,4.954802862,5.982828783,5.536562993,3.879400444,5.90335984,5.175362125,4.256717285,5.182455352
4.021937492,4.82854509,4.436421615,4.801193017,4.563915023,4.373534335,2.630084382,5.09934072,5.311339748,4.624862364,5.283909,5.762440451,5.347978926,4.542697265,5.635742907,3.651458631,4.143184364,5.110016253,8.051210942,4.22566548,5.948573486,5.593684536,4.461149542
5.128644965,4.678556496,5.09042734,4.858547989,2.935591344,4.866019808,5.731293243,4.416929785,5.685482812,5.782108883,5.08775,5.429722253,4.403543559,6.113028266,5.677489721,4.96670356,4.428224986,4.491357615,6.017643767,5.23382293,5.034812192,3.563337371,4.333724523
3.5081084,4.766067654,4.676614784,4.527611314,4.81524947,4.573517297,4.875068527,4.737396443,4.480221582,3.953609686,5.663876,4.700828546,5.408772556,6.128811996,4.020808211,3.264016631,5.260652127,5.676689793,4.71433393,5.837605895,4.786984069,6.147552055,6.843755363
4.586407453,5.516842314,5.032105546,5.36408861,4.957602758,5.214699115,4.202437536,5.156902176,5.488783398,4.815360038,4.658128,4.646414477,5.406253137,5.263840785,2.609960824,2.945133887,6.106044115,5.793877894,5.898742429,5.960013794,5.939405373,4.485286842,6.059056044
4.632711097,4.527611314,3.966224572,4.775586472,5.660052144,4.464991323,4.750612318,5.179747654,5.418000403,5.337779339,4.430276,4.844507266,5.570090968,3.444390277,5.647012794,4.020808211,5.203365642,4.71529712,5.519311252,3.610183753,5.4339025,5.358159098,5.189906765
4.354803909,5.469720748,6.521072995,4.889295651,5.088392083,4.046701965,4.184005704,5.726867052,4.154130709,4.82854509,6.633615,4.587397503,5.420514362,4.270848503,6.091896807,4.521589217,6.256651887,5.520133986,4.533625411,5.043823855,6.180704652,5.865544609,6.228880848
4.327605733,4.826663716,5.252877122,3.660154072,5.046448833,4.814416867,4.580818469,5.073448776,5.264966614,4.644459326,4.25138,5.044724136,4.091344264,5.314982702,5.592872622,4.928151591,4.809698238,5.012212149,5.652639311,5.99041447,4.831365776,5.567644548,6.351750292
2.059500004,5.02578437,4.920774115,4.998603076,3.59266233,4.668839858,5.092187975,5.443087744,5.106460222,5.242492511,4.543631,4.724918222,4.716260113,4.551196238,4.354803909,5.485472913,3.98564177,3.667590897,6.698334499,6.730798346,3.499035132,5.79074183,4.988685211
3.660154072,4.75270928,4.534626986,4.577487365,4.404483887,5.956965194,4.926324195,5.230351073,4.420013157,5.436409106,5.862447,5.737166468,6.124609205,6.278317185,4.297066218,3.708226853,6.706465193,5.198126474,4.756529786,7.202735325,6.398752476,5.543120961,6.049481548
4.836063265,3.474288249,4.347498062,5.696654298,5.000291319,4.240684395,5.204777589,4.855743092,4.896720553,4.850128432,4.941036,5.921026561,5.192007429,5.493747362,5.38521214,7.888819768,5.2390264,6.087422406,5.265829087,3.618978368,4.340179916,3.705776752,6.9083868
4.806864836,5.009493292,4.936438074,4.064617723,4.969281461,4.733560494,4.439440656,4.406636297,3.78219256,4.454808889,3.977658,4.228888309,4.252447758,3.295310384,5.463905871,5.119782603,4.972186583,4.388047169,4.461939033,5.568460141,5.248552698,5.644599712,4.626984549
3.121786642,4.542631629,3.77498151,4.83324532,3.897081085,5.006772959,4.742470731,5.01855042,4.526608187,4.735478857,4.239613,6.261730634,5.186756788,3.259939302,4.572524241,5.517665416,4.907836846,3.612698685,4.281184436,5.496224698,6.371013631,5.027591231,7.985187882
4.271627023,4.695995782,4.637609809,4.520584754,4.452478689,4.352717775,5.759287269,4.443581263,4.246035418,4.74314455,4.944711,6.241390852,4.842632094,5.479660807,4.1943838,5.129530359,5.711780651,4.524601267,6.21587253,4.535628339,4.572524241,3.880570877,6.241276643
4.704691183,5.262378346,4.899501991,5.096668343,3.936546204,4.802138786,5.252877122,4.782238372,3.703325031,4.008365111,5.412969,4.267372414,5.297641879,4.315853418,4.041087002,5.874827988,3.381553182,6.668437138,6.339572815,3.800160322,5.499528711,6.724723312,6.299823595
4.489334936,4.776537311,4.917081226,4.94103567,2.54799052,4.231035498,4.544630587,4.608139421,4.024195106,6.217333541,5.630906,3.827547074,5.463905871,3.283562359,4.34540842,9.292828953,5.304495235,5.887183056,5.245090592,5.852367948,5.238159514,5.696654298,6.778507708
