5,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,35,40,45,50,55,60
1.124236845,1.099250685,1.374379196,1.65832525,1.224754366,0.874014149,1.263822371,1.17261303,1.25278441,1.424011663,1.572342377,2.094983755,0.950153553,1.490723541,2.064934623,1.95435505,1.389455104,1.806637621,1.190247298,1.620197734,1.802789613,1.683263872,2.091666281,3.091230128,1.707838367,1.964986253,2.064934623,2.415248181
1.160708021,1.060668394,1.374379196,0.677008449,0.978952599,0.81650291,1.471971555,1.040841068,1.263822371,1.554575226,0.687189598,0.993038972,1.201859742,1.662507666,1.719993953,1.25278441,1.559035997,1.863404426,1.532076569,1.428880093,1.258315494,0.772807532,1.748028298,2.563112619,1.748028298,1.683263872,2.803789042,3.259626471
1.118042656,1.65413226,0.687189598,0.905238725,1.224754366,1.624478317,1.462505402,1.641489025,1.65413226,1.740064574,1.914869059,1.495374796,1.48137722,1.060668394,2.46927454,1.936506685,1.48137722,1.258315494,2.166683463,1.30171837,1.751996585,1.65832525,1.72402677,1.645714229,1.438567527,2.169886249,1.867127516,1.17261303
1.452977578,0.971832849,1.312344819,1.476681876,0.889763418,1.15470949,1.317625906,1.105550167,2.223627915,1.490723541,1.285614018,1.679133157,1.269305357,2.220502646,1.414224525,1.354016897,1.476681876,1.389455104,1.476681876,1.190247298,1.896649149,2.041257276,0.95743453,3.26813726,2.131135163,1.940089494,2.505568819,1.829555716
1.224754366,1.105550167,1.027410298,1.241648327,2.315425281,0.754621278,1.054100725,1.060668394,1.17261303,1.633005821,1.296372482,1.317625906,1.545615064,1.567919465,2.257720366,1.56348404,1.317625906,1.312344819,1.160708021,1.317625906,1.863404426,1.419126531,1.201859742,1.424011663,2.497240036,2.368796763,1.947235336,1.798933374
1.136523952,1.545615064,0.824964306,1.224754366,1.25278441,1.589910994,2.440988675,1.476681876,1.65832525,1.054100725,1.829555716,1.20762409,1.201859742,1.30171837,1.348878294,1.404369182,1.719993953,2.354092731,1.438567527,1.554575226,1.740064574,1.17261303,1.307042394,1.79119599,2.491672047,1.486057728,1.767780657,2.723376885
1.443386862,1.190247298,1.30171837,1.285614018,1.067195646,1.184398382,1.968517228,0.807952906,1.247228797,1.545615064,1.247228797,1.711899819,1.65832525,1.099250685,1.504634171,1.964986253,1.136523952,1.581151087,1.000007752,1.369317009,1.404369182,1.280200882,2.418121767,1.950798441,2.587382507,2.395036543,0.935421598,1.61160246
1.518417367,0.790575544,1.328125083,1.148679634,1.148679634,1.105550167,1.929321106,1.348878294,1.17261303,1.32288591,1.374379196,1.374379196,1.343720041,1.201859742,2.085015497,1.307042394,1.65832525,2.46082292,1.20762409,1.142617958,1.190247298,1.224754366,1.833347545,1.443386862,1.462505402,2.96040956,1.641489025,2.031025346
1.241648327,1.280200882,0.666671835,1.241648327,1.69149504,1.509242556,1.073683217,1.201859742,1.136523952,1.541115447,1.21907102,1.56348404,1.047491878,1.384448043,1.419126531,1.462505402,1.160708021,1.545615064,1.67084109,1.732064234,2.094983755,1.060668394,1.744050981,1.859673883,2.179466367,1.615905812,1.870843196,2.403719484
