5,7,9,10,12,14,16,18,20,22,24,26,28,30,45,50
1.349179698,1.437021286,1.554622183,1.153253681,1.529825981,1.284922994,1.415144771,1.442333767,1.579029047,1.494420253,1.489293582,1.588207327,1.371253594,1.691286258,1.87975958,1.899994389
1.205474754,1.343498917,1.377232173,1.325910297,1.588686807,1.783187006,1.808723203,1.399269287,1.452900456,1.659329252,1.431689092,1.607343046,1.325910297,1.718204972,1.891926436,1.779432382
1.211802749,1.308896566,1.218097871,1.387875457,1.463390848,1.034461289,1.51933554,1.218097871,1.704798746,1.76215593,1.718204972,1.483701273,1.79600049,1.354836661,1.735918893,1.564430622
1.166786297,1.126770227,1.106219502,1.468164706,1.636120707,1.302646907,1.441898458,1.160212801,1.740319202,1.559534114,1.554622183,1.663429927,1.778895334,1.700306515,1.875686423,2.01714508
1.26128429,1.27934656,1.524818354,1.3600595,1.713747883,1.568838221,1.387875457,1.554622183,1.640788679,1.603064356,1.775129033,1.483701273,1.493969224,1.549694683,1.757810287,1.830283541
0.856873941,1.377232173,1.494420253,1.290858005,1.559534114,1.320132883,1.473361765,1.478986928,1.607828302,1.564430622,1.607828302,1.462949184,1.415144771,1.817704124,1.691286258,1.691286258
1.160212801,1.26128429,1.53481727,1.447189846,1.524818354,1.554152984,1.462949184,1.415572003,1.186288255,1.544751466,1.735918893,1.462949184,1.588207327,1.607828302,1.668522282,1.817704124
0.772375733,0.925529637,1.119961886,1.504167085,1.012357065,1.40430059,1.672594899,1.218097871,1.377232173,1.303040176,1.663932116,1.774593283,1.722130618,1.88382393,1.846922824,1.775129033
1.236791002,1.153601848,1.564430622,1.126430158,1.603064356,1.534354049,1.266951158,1.211802749,1.622036192,1.622036192,1.645443408,1.640293474,1.677158605,1.700306515,2.062142699,1.800794881
0.965964652,1.494420253,1.415572003,1.077883985,1.654713585,1.139920821,1.4888441,1.569311853,1.447626753,1.415572003,1.617314097,1.787468373,1.630946997,1.700306515,1.779432382,1.935884128
1.17982342,0.965964652,1.382774377,1.14660663,1.303040176,1.098952114,1.325910297,1.366080312,1.484149202,1.343498917,1.709279171,1.376816512,1.573702847,1.583865288,1.775129033,1.846922824
1.012357065,0.997132784,1.431689092,1.462949184,1.447626753,1.376816512,1.420535818,1.366080312,1.478986928,1.612578175,2.032254992,1.735394978,1.415144771,1.76215593,1.805037042,2.013349883
1.230591509,0.856873941,1.012357065,0.874279359,1.27934656,0.865492409,0.925250305,1.452900456,1.308896566,1.668522282,1.593493737,1.549226972,1.563958463,1.494420253,1.887879529,1.838622006
1.153601848,0.856873941,1.463390848,1.559063432,1.113111902,1.105885635,1.248720694,1.478986928,1.524818354,1.677664939,1.722650529,1.583387264,1.686248962,1.813491594,1.766490884,1.813491594
1.308896566,1.078209398,1.236791002,1.119623871,1.224360626,1.223991103,1.447189846,1.366080312,1.524818354,1.673099856,1.939830888,1.573702847,1.554152984,1.770815226,1.709279171,1.87975958
1.242959574,1.420964678,1.285310912,1.4888441,1.366080312,1.602580537,1.681709926,1.393792674,1.718204972,1.544751466,1.631439379,1.473361765,1.704284223,1.875686423,1.800794881,1.974996849
1.273354272,1.218097871,1.071092427,1.420535818,1.388294456,1.658828452,1.607343046,1.484149202,1.458155086,1.494420253,1.800794881,1.509240175,1.447189846,1.410158706,2.062142699,1.617314097
1.431689092,1.735918893,1.388294456,1.211437016,1.539792379,1.019576177,1.343093437,1.224360626,1.668522282,1.53481727,1.677664939,1.79600049,1.499076826,1.855186503,1.770815226,1.636120707
1.00477376,1.199113365,1.00477376,1.348772504,1.354836661,1.070769162,1.242584438,1.382774377,1.343498917,1.700306515,1.704798746,1.672594899,1.597803833,1.713747883,1.830283541,2.01714508
0.973850209,0.699634643,1.166786297,1.348772504,1.199113365,1.529364266,1.179467339,1.437021286,1.468607944,1.59828621,1.529825981,1.821357046,1.431256996,1.855186503,1.691286258,1.817704124
0.965964652,1.519794227,1.273354272,1.425906483,1.468607944,1.668018708,1.40430059,1.452900456,1.473806573,1.442333767,1.524818354,1.829731145,1.597803833,1.539792379,1.574177948,1.935884128
1.489293582,1.326310589,1.337794012,1.415144771,1.027355765,1.654214178,1.376816512,1.297157346,1.442333767,1.393792674,1.821906913,1.452461958,1.630946997,1.770815226,1.68675804,1.82610003
1.27934656,1.071092427,0.883245442,1.290858005,1.593493737,1.296765852,1.272969962,1.622036192,1.704798746,1.426336964,1.593493737,1.774593283,1.441898458,1.875686423,1.659329252,1.916028381
1.019883987,1.012357065,1.303040176,1.387875457,1.484149202,1.504167085,1.447189846,1.273354272,1.842777089,1.549694683,1.603064356,1.838067094,1.563958463,1.709279171,1.813491594,1.695802384
1.049451965,1.173322967,1.59828621,1.509240175,1.603064356,1.717686402,1.597803833,1.499529397,1.645443408,1.326310589,1.607828302,1.272969962,1.509240175,1.308896566,1.673099856,1.718204972
1.399269287,1.012357065,1.285310912,1.272969962,1.783725349,1.409733108,1.409733108,1.554622183,1.514753436,1.354836661,1.62674458,1.607343046,1.534354049,1.867513459,1.817704124,1.740319202
1.160212801,1.071092427,1.173322967,1.554152984,1.442333767,1.393372015,1.473361765,1.574177948,1.700306515,1.049451965,1.463390848,1.752924665,1.473361765,1.805037042,1.842777089,2.109807401
0.997132784,1.160212801,0.801532178,0.741850636,1.452900456,1.478540557,1.198751462,1.682217634,1.549694683,1.554622183,1.468607944,1.722130618,1.331662646,1.673099856,1.796542702,2.047253387
1.420964678,1.285310912,1.426336964,1.420535818,1.519794227,1.483701273,1.314330073,1.366080312,1.677664939,1.603064356,1.617314097,1.717686402,1.630946997,1.636120707,1.753453873,2.159962626
1.192718048,0.801532178,1.308896566,1.35442776,1.588686807,1.588207327,1.320132883,1.559534114,1.709279171,1.404724548,1.744708412,1.658828452,1.544285247,1.452900456,1.955538278,1.851059275
